"Semester CCYYS: 20152"																																																																										
"Field of Study: all Fields of Study"																																																																										
"This is a tab delimited text file. Please open in EXCEL."																																																																										
"The last field is a data check field. All the records should have a # sign in the last field. If not, data has been lost."																																																																										
"---"																																																																										
"CCYYS"	"CSN"	"UNQ"	"FOS"	"CNBR"	"TPC"	"TITLE"	"CANC"	"INC"	"INST NAME"	"INST EID"	"ANCL"	"CLMT"	"SEATS TKN"	"12THDAY"	"TOT ANCL"	"TOT CLMT"	"TOT SEATS TKN"	"TOT 12THDAY"	"TYPE"	"MODE"	"PGM CODE"	"FLAGS"	"#XLISTGS"	"XLISTG INFO"	"SM-AS HM"	"M-SEC HM"	"#TL"	"DAYS1"	"FROM T1"	"TO T1"	"BLDG1"	"RM1"	"CAP1"	"GPC1"	"TL NOTES 1"	"DAYS2"	"FROM T2"	"TO T2"	"BLDG2"	"RM2"	"CAP2"	"GPC2"	"TL NOTES 2"	"DAYS3"	"FROM T3"	"TO T3"	"BLDG3"	"RM3"	"CAP3"	"GPC3"	"TL NOTES 3"	"STD1"	"STD2"	"STD3"	"STD4"	"STD5"	"STD6"	"STD7"	"STD8"	"STD9"	"STD10"	"STD11"	"STD12"	"STD13"	"STD14"	"STD15"	"STD16"	"STD17"	"STD18"	"SCH COMM"	"DEPT COMM"	"LUPD T"	"LUPD ID"	"DATA CHECK"
20152	102742	11855	"PED"	" 104P"	"  1"	"1-BEGINNING TENNIS"			"SANDERS, M"	"mts123"	15	35	0	0	31	70	0	0	"LECTURE"	"FACEFACE"			1	"11855 PED  104P; 11860 PED  104P (RS);"			1	"MW"	"10:00 am"	"11:30 am"	"AHG"	22	32								0								0										"A"								"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102743	11860	"PED"	" 104P"	"  1"	"1-BEGINNING TENNIS"			"SANDERS, M"	"mts123"	16	35	0	0	31	70	0	0	"LECTURE"	"FACEFACE"			1	"11855 PED  104P (RS); 11860 PED  104P;"			1	"MW"	"10:00 am"	"11:30 am"	"AHG"	22	32								0								0										"A"								"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102744	11880	"PED"	" 104P"	"  2"	"2-ADVANCED BEGINNING TENNIS"	"A"		"GOTTLICH, S"	"sg28859"	33	35	0	0	33	35	0	0	"LECTURE"	"FACEFACE"			0				1	"MW"	"12:00 noon"	"1:30 pm"	"AHG"	22	32								0								0										"A"								"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102745	11885	"PED"	" 104P"	"  2"	"2-ADVANCED BEGINNING TENNIS"	"A"		"GOTTLICH, S"	"sg28859"	30	35	0	0	30	35	0	0	"LECTURE"	"FACEFACE"			0				1	"TTH"	"12:30 pm"	"2:00 pm"	"AHG"	22	32								0								0										"A"								"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102746	11875	"PED"	" 104P"	"  2"	"2-ADVANCED BEGINNING TENNIS"	"A"		"GOTTLICH, S"	"sg28859"	35	35	0	0	35	35	0	0	"LECTURE"	"FACEFACE"			0				1	"MW"	"11:00 am"	"12:30 pm"	"AHG"	22	32								0								0										"A"								"A"					"10/24/2014"	"NRNW0291"	"#"
20152	115096	25207	"T D"	" 302T"	"  5"	"5-JAZZ I"		"I"	"DAVISON, N"	"nad545"	20	0	0	0	20	0	0	0	"LAB"	"FACEFACE"			0				1	"MW"	"11:00 am"	"12:30 pm"	"AHG"	133	20								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	105090	25285	"T D"	" 312G"		"INTERMEDIATE BALLET TECHNIQUE"			"HOLMES, D"	"dj368"	15	20	0	0	18	40	0	0	"LAB"	"FACEFACE"			1	"25285 T D  312G; 25480 T D  322G (RS);"			1	"TTHF"	"11:00 am"	"1:00 pm"	"AHG"	133	20								0								0																				"A"			"10/24/2014"	"NRNW0291"	"#"
20152	105128	25470	"T D"	" 322E"		"ADV CONTEMPORARY DANCE TECHNIQ"			"BECKHAM, A"	"apb555"	20	20	0	0	25	25	0	0	"LAB"	"FACEFACE"			1	"25470 T D  322E; 25970 T D  386D (RS);"			1	"MWF"	"1:00 pm"	"3:00 pm"	"AHG"	133	20								0								0																				"A"			"10/24/2014"	"NRNW0291"	"#"
20152	105130	25480	"T D"	" 322G"		"INTERMEDIATE BALLET TECHNIQUE"			"HOLMES, D"	"dj368"	3	20	0	0	18	40	0	0	"LAB"	"FACEFACE"			1	"25285 T D  312G (RS); 25480 T D  322G;"			1	"TTHF"	"11:00 am"	"1:00 pm"	"AHG"	133	20								0								0																				"A"			"10/24/2014"	"NRNW0291"	"#"
20152	105178	25750	"T D"	" 352T"	"  2"	"2-MUSICAL THEATRE DANCE II"			"DAVISON, N"	"nad545"	25	20	0	0	25	20	0	0	"LAB"	"FACEFACE"			0				1	"TTH"	"9:30 am"	"11:00 am"	"AHG"	133	20								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	105179	25755	"T D"	" 352T"	"  4"	"4-BROADWAY JAZZ II"			"DAVISON, N"	"nad545"	22	20	0	0	22	20	0	0	"LAB"	"FACEFACE"			0				1	"MW"	"9:30 am"	"11:00 am"	"AHG"	133	20								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	105225	25970	"T D"	" 386D"		"DANCE TECHNIQUE"			"BECKHAM, A"	"apb555"	5	5	0	0	25	25	0	0	"SEMINAR"	"FACEFACE"			1	"25470 T D  322E (RS); 25970 T D  386D;"			1	"MWF"	"1:00 pm"	"3:00 pm"	"AHG"	133	20								0								0																							"10/24/2014"	"NRNW0291"	"#"
20152	105087	25270	"T D"	" 312C"		"CONTEMPORARY DANCE TECHNIQUE"			"WILTSHIRE, L"	"male"	27	40	0	0	28	45	0	0	"LAB"	"FACEFACE"			1	"25270 T D  312C; 25460 T D  322C (RS);"			1	"MWF"	"1:00 pm"	"3:00 pm"	"AHG"	134	25								0								0																				"A"			"10/24/2014"	"NRNW0291"	"#"
20152	105089	25280	"T D"	" 312F"		"BALLET TECHNIQUE"			"RILEY, M"	"mjr3364"	21	20	0	0	22	40	0	0	"LAB"	"FACEFACE"			1	"25280 T D  312F; 25475 T D  322F (RS);"			1	"TTHF"	"11:00 am"	"1:00 pm"	"AHG"	134	25								0								0																				"A"			"10/24/2014"	"NRNW0291"	"#"
20152	105093	25300	"T D"	" 112P"		"FUNDMNTL PROJ DANCE PERF & REP"			"ANDERSON, C"	"coa263"	10	10	0	0	42	45	0	0	"LAB"	"FACEFACE"			4	"25300 T D  112P; 25305 T D  212P (RS); 25490 T D  222P (RS); 25660 T D  232Q (RS); 25665 T D  332Q (RS);"			2	"MW"	"3:00 pm"	"5:00 pm"	"AHG"	134	25			"TTHF"	"3:30 pm"	"5:30 pm"	"AHG"	134	25								0																				"A"			"10/24/2014"	"NRNW0291"	"#"
20152	105094	25305	"T D"	" 212P"		"FUNDMNTL PROJ DANCE PERF & REP"			"BECKHAM, A"	"apb555"	10	10	0	0	42	45	0	0	"LAB"	"FACEFACE"			4	"25300 T D  112P (RS); 25305 T D  212P; 25490 T D  222P (RS); 25660 T D  232Q (RS); 25665 T D  332Q (RS);"			2	"MW"	"3:00 pm"	"5:00 pm"	"AHG"	134	25			"TTHF"	"3:30 pm"	"5:30 pm"	"AHG"	134	25								0																				"A"			"10/24/2014"	"NRNW0291"	"#"
20152	105126	25460	"T D"	" 322C"		"CONTEMPORARY DANCE TECHNIQUE"			"WILTSHIRE, L"	"male"	1	5	0	0	28	45	0	0	"LAB"	"FACEFACE"			1	"25270 T D  312C (RS); 25460 T D  322C;"			1	"MWF"	"1:00 pm"	"3:00 pm"	"AHG"	134	25								0								0																				"A"			"10/24/2014"	"NRNW0291"	"#"
20152	105129	25475	"T D"	" 322F"		"BALLET TECHNIQUE"			"RILEY, M"	"mjr3364"	1	20	0	0	22	40	0	0	"LAB"	"FACEFACE"			1	"25280 T D  312F (RS); 25475 T D  322F;"			1	"TTHF"	"11:00 am"	"1:00 pm"	"AHG"	134	25								0								0																				"A"			"10/24/2014"	"NRNW0291"	"#"
20152	105132	25490	"T D"	" 222P"		"PROJECTS IN DANCE PERF AND REP"			"SHARIR, Y"	"shariry"	10	10	0	0	42	45	0	0	"LAB"	"FACEFACE"			4	"25300 T D  112P (RS); 25305 T D  212P (RS); 25490 T D  222P; 25660 T D  232Q (RS); 25665 T D  332Q (RS);"			2	"MW"	"3:00 pm"	"5:00 pm"	"AHG"	134	25			"TTHF"	"3:30 pm"	"5:30 pm"	"AHG"	134	25								0							"A"													"A"			"10/24/2014"	"NRNW0291"	"#"
20152	112844	25655	"T D"	" 332N"		"CHOREOG: DSGN FOR DNC/MOV THTR"					15	15	0	0	15	15	0	0	"LAB"	"FACEFACE"			0				1	"TTH"	"2:00 pm"	"3:30 pm"	"AHG"	134	25								0								0																				"A"			"10/24/2014"	"NRNW0291"	"#"
20152	105164	25660	"T D"	" 232Q"		"ADV PROJ IN DNC PERF & REP II"			"ANDERSON, C"	"coa263"	10	10	0	0	42	45	0	0	"LAB"	"FACEFACE"			4	"25300 T D  112P (RS); 25305 T D  212P (RS); 25490 T D  222P (RS); 25660 T D  232Q; 25665 T D  332Q (RS);"			2	"MW"	"3:00 pm"	"5:00 pm"	"AHG"	134	25			"TTHF"	"3:30 pm"	"5:30 pm"	"AHG"	134	25								0																				"A"			"10/24/2014"	"NRNW0291"	"#"
20152	105165	25665	"T D"	" 332Q"		"ADV PROJ IN DNC PERF & REP II"			"ANDERSON, C"	"coa263"	2	5	0	0	42	45	0	0	"LAB"	"FACEFACE"			4	"25300 T D  112P (RS); 25305 T D  212P (RS); 25490 T D  222P (RS); 25660 T D  232Q (RS); 25665 T D  332Q;"			2	"MW"	"3:00 pm"	"5:00 pm"	"AHG"	134	25			"TTHF"	"3:30 pm"	"5:30 pm"	"AHG"	134	25								0												"A"								"A"			"10/24/2014"	"NRNW0291"	"#"
20152	112883	25715	"T D"	" 152T"		"MEN'S TECHNIQUE"			"HOLMES, D"	"dj368"	15	15	0	0	15	15	0	0	"LAB"	"FACEFACE"			0				1	"TTH"	"1:00 pm"	"2:00 pm"	"AHG"	134	25								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102596	11150	"KIN"	" 119"	" 16"	"16-SOCIAL DANCE-BASIC CORE-MEN"			"MILLER, C"	"clm292"	4	5	0	0	100	18	0	0	"LECTURE"	"FACEFACE"			3	"11150 KIN  119; 11160 KIN  119 (MS); 11795 PED  103L (RS); 11805 PED  103L (RS);"		11160	1	"MW"	"11:00 am"	"12:30 pm"	"AHG"	136	70								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102597	11155	"KIN"	" 119"	" 16"	"16-SOCIAL DANCE-BASIC CORE-MEN"			"MILLER, C"	"clm292"	5	5	0	0	100	18	0	0	"LECTURE"	"FACEFACE"			3	"11155 KIN  119; 11165 KIN  119 (MS); 11800 PED  103L (RS); 11810 PED  103L (RS);"		11165	1	"TTH"	"11:00 am"	"12:30 pm"	"AHG"	136	70								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102598	11160	"KIN"	" 119"	" 16"	"16-SOCIAL DANCE-BASIC CORE-WOM"			"MILLER, C"	"clm292"	4	5	0	0	100	18	0	0	"LECTURE"	"FACEFACE"			3	"11150 KIN  119 (MS); 11160 KIN  119; 11795 PED  103L (RS); 11805 PED  103L (RS);"		11160	1	"MW"	"11:00 am"	"12:30 pm"	"AHG"	136	70								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102599	11165	"KIN"	" 119"	" 16"	"16-SOCIAL DANCE-BASIC CORE-WOM"			"MILLER, C"	"clm292"	6	5	0	0	100	18	0	0	"LECTURE"	"FACEFACE"			3	"11155 KIN  119 (MS); 11165 KIN  119; 11800 PED  103L (RS); 11810 PED  103L (RS);"		11165	1	"TTH"	"11:00 am"	"12:30 pm"	"AHG"	136	70								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102727	11795	"PED"	" 103L"	"  1"	"1-BEGINNING SOCIAL DANCE-MEN"			"MILLER, C"	"clm292"	46	4	0	0	100	18	0	0	"LECTURE"	"FACEFACE"			3	"11150 KIN  119 (RS); 11160 KIN  119 (RS); 11795 PED  103L; 11805 PED  103L (MS);"		11805	1	"MW"	"11:00 am"	"12:30 pm"	"AHG"	136	70								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102728	11800	"PED"	" 103L"	"  1"	"1-BEGINNING SOCIAL DANCE-MEN"			"MILLER, C"	"clm292"	45	4	0	0	100	18	0	0	"LECTURE"	"FACEFACE"			3	"11155 KIN  119 (RS); 11165 KIN  119 (RS); 11800 PED  103L; 11810 PED  103L (MS);"		11810	1	"TTH"	"11:00 am"	"12:30 pm"	"AHG"	136	70								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102729	11805	"PED"	" 103L"	"  1"	"1-BEGINNING SOCIAL DANCE-WOMEN"			"MILLER, C"	"clm292"	46	4	0	0	100	18	0	0	"LECTURE"	"FACEFACE"			3	"11150 KIN  119 (RS); 11160 KIN  119 (RS); 11795 PED  103L (MS); 11805 PED  103L;"		11805	1	"MW"	"11:00 am"	"12:30 pm"	"AHG"	136	70								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102730	11810	"PED"	" 103L"	"  1"	"1-BEGINNING SOCIAL DANCE-WOMEN"			"MILLER, C"	"clm292"	44	4	0	0	100	18	0	0	"LECTURE"	"FACEFACE"			3	"11155 KIN  119 (RS); 11165 KIN  119 (RS); 11800 PED  103L (MS); 11810 PED  103L;"		11810	1	"TTH"	"11:00 am"	"12:30 pm"	"AHG"	136	70								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102731	11815	"PED"	" 103L"	"  2"	"2-INTERMED SOCIAL DANCE-MEN"			"MILLER, C"	"clm292"	38	50	0	0	80	100	0	0	"LECTURE"	"FACEFACE"			1	"11815 PED  103L; 11820 PED  103L (MS);"		11820	1	"TTH"	"12:30 pm"	"2:00 pm"	"AHG"	136	70								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102732	11820	"PED"	" 103L"	"  2"	"2-INTERMED SOCIAL DANCE-WOMEN"			"MILLER, C"	"clm292"	42	50	0	0	80	100	0	0	"LECTURE"	"FACEFACE"			1	"11815 PED  103L (MS); 11820 PED  103L;"		11820	1	"TTH"	"12:30 pm"	"2:00 pm"	"AHG"	136	70								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102733	11825	"PED"	" 103L"	"  3"	"3-ADVANCED SOCIAL DANCE-MEN"			"MILLER, C"	"clm292"	30	30	0	0	54	60	0	0	"LECTURE"	"FACEFACE"			1	"11825 PED  103L; 11830 PED  103L (MS);"		11830	1	"MW"	"12:30 pm"	"2:00 pm"	"AHG"	136	70								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	102734	11830	"PED"	" 103L"	"  3"	"3-ADVANCED SOCIAL DANCE-WOMEN"			"MILLER, C"	"clm292"	24	30	0	0	54	60	0	0	"LECTURE"	"FACEFACE"			1	"11825 PED  103L (MS); 11830 PED  103L;"		11830	1	"MW"	"12:30 pm"	"2:00 pm"	"AHG"	136	70								0								0																		"A"					"10/24/2014"	"NRNW0291"	"#"
20152	106093	30360	"ANT"	" 301"		"PHYSICAL ANTHROPOLOGY"			"SHAPIRO, L"	"lshapiro"	20	20	0	0	220	220	0	0	"LECTURE"	"FACEFACE"			10	"30360 ANT  301; 30365 ANT  301 (MS); 30375 ANT  301 (MS); 30380 ANT  301 (MS); 30370 ANT  301 (MS); 30385 ANT  301 (MS); 30390 ANT  301 (MS); 30395 ANT  301 (MS); 30400 ANT  301 (MS); 30355 ANT  301 (MS); 30405 ANT  301 (MS);"		30405	2	"MW"	"11:00 am"	"12:00 noon"	"ART"	1.102	271	"X"		"W"	"8:00 am"	"10:00 am"	"SAC"	5.172	40								0											"A"												"10/24/2014"	"NRNW0291"	"#"
20152	106094	30365	"ANT"	" 301"		"PHYSICAL ANTHROPOLOGY"			"SHAPIRO, L"	"lshapiro"	20	20	0	0	220	220	0	0	"LECTURE"	"FACEFACE"			10	"30360 ANT  301 (MS); 30365 ANT  301; 30375 ANT  301 (MS); 30380 ANT  301 (MS); 30370 ANT  301 (MS); 30385 ANT  301 (MS); 30390 ANT  301 (MS); 30395 ANT  301 (MS); 30400 ANT  301 (MS); 30355 ANT  301 (MS); 30405 ANT  301 (MS);"		30405	2	"MW"	"11:00 am"	"12:00 noon"	"ART"	1.102	271	"X"		"F"	"8:00 am"	"10:00 am"	"SAC"	5.172	40								0											"A"												"10/24/2014"	"NRNW0291"	"#"
20152	106095	30375	"ANT"	" 301"		"PHYSICAL ANTHROPOLOGY"			"SHAPIRO, L"	"lshapiro"	20	20	0	0	220	220	0	0	"LECTURE"	"FACEFACE"			10	"30360 ANT  301 (MS); 30365 ANT  301 (MS); 30375 ANT  301; 30380 ANT  301 (MS); 30370 ANT  301 (MS); 30385 ANT  301 (MS); 30390 ANT  301 (MS); 30395 ANT  301 (MS); 30400 ANT  301 (MS); 30355 ANT  301 (MS); 30405 ANT  301 (MS);"		30405	2	"MW"	"11:00 am"	"12:00 noon"	"ART"	1.102	271	"X"		"M"	"3:00 pm"	"5:00 pm"	"SAC"	5.172	40								0											"A"												"10/24/2014"	"NRNW0291"	"#"
20152	106096	30380	"ANT"	" 301"		"PHYSICAL ANTHROPOLOGY"			"SHAPIRO, L"	"lshapiro"	20	20	0	0	220	220	0	0	"LECTURE"	"FACEFACE"			10	"30360 ANT  301 (MS); 30365 ANT  301 (MS); 30375 ANT  301 (MS); 30370 ANT  301 (MS); 30380 ANT  301; 30385 ANT  301 (MS); 30390 ANT  301 (MS); 30395 ANT  301 (MS); 30400 ANT  301 (MS); 30355 ANT  301 (MS); 30405 ANT  301 (MS);"		30405	2	"MW"	"11:00 am"	"12:00 noon"	"ART"	1.102	271	"X"		"T"	"3:00 pm"	"5:00 pm"	"SAC"	5.172	40								0											"A"												"10/24/2014"	"NRNW0291"	"#"
20152	106097	30370	"ANT"	" 301"		"PHYSICAL ANTHROPOLOGY"			"SHAPIRO, L"	"lshapiro"	20	20	0	0	220	220	0	0	"LECTURE"	"FACEFACE"			10	"30360 ANT  301 (MS); 30365 ANT  301 (MS); 30370 ANT  301; 30375 ANT  301 (MS); 30380 ANT  301 (MS); 30385 ANT  301 (MS); 30390 ANT  301 (MS); 30395 ANT  301 (MS); 30400 ANT  301 (MS); 30355 ANT  301 (MS); 30405 ANT  301 (MS);"		30405	2	"MW"	"11:00 am"	"12:00 noon"	"ART"	1.102	271	"X"		"W"	"1:00 pm"	"3:00 pm"	"SAC"	5.172	40								0											"A"												"10/24/2014"	"NRNW0291"	"#"
20152	106098	30385	"ANT"	" 301"		"PHYSICAL ANTHROPOLOGY"			"SHAPIRO, L"	"lshapiro"	20	20	0	0	220	220	0	0	"LECTURE"	"FACEFACE"			10	"30360 ANT  301 (MS); 30365 ANT  301 (MS); 30375 ANT  301 (MS); 30380 ANT  301 (MS); 30370 ANT  301 (MS); 30385 ANT  301; 30390 ANT  301 (MS); 30395 ANT  301 (MS); 30400 ANT  301 (MS); 30355 ANT  301 (MS); 30405 ANT  301 (MS);"		30405	2	"MW"	"11:00 am"	"12:00 noon"	"ART"	1.102	271	"X"		"W"	"3:00 pm"	"5:00 pm"	"SAC"	5.172	40								0											"A"												"10/24/2014"	"NRNW0291"	"#"
20152	106099	30390	"ANT"	" 301"		"PHYSICAL ANTHROPOLOGY"			"SHAPIRO, L"	"lshapiro"	20	20	0	0	220	220	0	0	"LECTURE"	"FACEFACE"			10	"30360 ANT  301 (MS); 30365 ANT  301 (MS); 30375 ANT  301 (MS); 30380 ANT  301 (MS); 30370 ANT  301 (MS); 30385 ANT  301 (MS); 30390 ANT  301; 30395 ANT  301 (MS); 30400 ANT  301 (MS); 30355 ANT  301 (MS); 30405 ANT  301 (MS);"		30405	2	"MW"	"11:00 am"	"12:00 noon"	"ART"	1.102	271	"X"		"M"	"5:00 pm"	"7:00 pm"	"SAC"	5.172	40								0											"A"												"10/24/2014"	"NRNW0291"	"#"
20152	106100	30395	"ANT"	" 301"		"PHYSICAL ANTHROPOLOGY"			"SHAPIRO, L"	"lshapiro"	20	20	0	0	220	220	0	0	"LECTURE"	"FACEFACE"			10	"30360 ANT  301 (MS); 30365 ANT  301 (MS); 30375 ANT  301 (MS); 30380 ANT  301 (MS); 30370 ANT  301 (MS); 30385 ANT  301 (MS); 30390 ANT  301 (MS); 30395 ANT  301; 30400 ANT  301 (MS); 30355 ANT  301 (MS); 30405 ANT  301 (MS);"		30405	2	"MW"	"11:00 am"	"12:00 noon"	"ART"	1.102	271	"X"		"T"	"5:00 pm"	"7:00 pm"	"SAC"	5.172	40								0											"A"												"10/24/2014"	"NRNW0291"	"#"
