"LASR Reading Group","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 6.516"
"Registrar - GRANT WRT & PRESENTATN SKILLS","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 2.402"
"Registrar - DISCRETE MATH FOR COMPUTER SCI","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 6.202"
"Registrar - VERTEBRATE NEUROBIOLOGY","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 5.304"
"Registrar - ELEMENTS OF WEB PROGRAMMING","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 5.302"
"Registrar - ALGORITHMS AND COMPLEXITY","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 4.302"
"Registrar - LIFE AND DEATH DECISIONS","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 2.502"
"Registrar - INTRODUCTION TO COMPUTING","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 2.410"
"Alvisi Extra Class Time","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 4.304"
"Registrar - TOPICS IN CALCULUS","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 2.210"
"Registrar - COMP ORGANIZATN & ARCH-C S","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 1.406"
"CS395T Discussion section","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 4.516"
"Registrar - INTRO TO GAME DEVELOPMENT","Fri,  31 Oct 2014 14:00 CDT","","Room: GDC 1.304"
"BEACON meeting","Fri,  31 Oct 2014 14:15 CDT","",""
"CS 303E Discussion / Review","Fri,  31 Oct 2014 15:00 CDT","","Room: GDC 6.302"
"Registrar - INTRODUCTION TO PROGRAMMING","Fri,  31 Oct 2014 15:00 CDT","","Room: GDC 2.216"
"Registrar - DISCRETE MATH FOR COMPUTER SCI","Fri,  31 Oct 2014 15:00 CDT","","Room: GDC 6.202"
"Registrar - FOUNDATIONS OF LOGICAL THOUGHT","Fri,  31 Oct 2014 15:00 CDT","","Room: GDC 2.210"
"SFS","Fri,  31 Oct 2014 15:00 CDT","","Room: GDC 2.712"
"TGIF with Rackspace","Fri,  31 Oct 2014 16:00 CDT","",""
"Chao's Group Meeting @ Friday","Fri,  31 Oct 2014 16:00 CDT","","Room: GDC 6.416"
"CS311/CS314  Study Group","Fri,  31 Oct 2014 16:00 CDT","","Room: GDC 3.828"
"CS 303E Discussion","Fri,  31 Oct 2014 17:00 CDT","","Room: GDC 2.104"
"EGaDS Game Night","Fri,  31 Oct 2014 18:00 CDT","","Room: GDC 6.202"
"Registrar - C S Web Developing Tutoring ","Fri,  31 Oct 2014 18:00 CDT","","Room: GDC 2.502"
"EGaDS Game Night #4","Fri,  31 Oct 2014 18:00 CDT","","Room: GDC 6.302"
